ean,nombre,marca,kcal_100g,proteina_100g,hidratos_100g,grasas_100g,rol_principal,grupo_mediterraneo,frecuencia_mediterranea,permitido_comidas,categorias,,,
8480000610935,Arándanos enteros,Hacendado,52.0,0.7,11.0,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Alimentos à base de frutas e legumes,Alimentos Congelados,Alimentos à base de frutas,Alimentos à base de plantas congeladas,Frutas,en:Berries,en:Frozen fruits,en:Blueberries,en:Frozen berries,en:Frozen blueberries",,,
8480000180377,Atún en salsa de tomate,"Hacendado, Mercadona",164.0,18.0,1.2,9.7,proteina,pescado,regular,"almuerzo,cena","Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Tunas,Canned tunas,es:atum,es:atuns-em-lata,es:comida-enlatada,es:frutos-do-mar,es:peixe,es:peixe-enlatado",,,
8402001014680,Mayonesa,Hacendado,599.0,0.6,2.4,65.0,grasa,otros,variable,"almuerzo,cena","Condimentos,Salsas,Mayonesas",,,
8480000846846,Magdalena azúcar,Hacendado,394.0,5.4,43.0,22.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Lanches comida,Lanches doces,Biscoitos e Bolos,Bolos,Madalenas",,,
8480000166715,Whey proteínas vainilla,Hacendado,46.0,7.9,2.2,0.6,proteina,lacteo,regular,"desayuno,media_manana,merienda,postre","Bebidas y preparaciones de bebidas,Bebidas,Lácteos,Bebida lácteas,Bebidas endulzadas artificialmente",,,
8480000230645,Crunchy Choc,Hacendado,450.0,6.3,73.0,14.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena",filled cereals,,,
8480000261144,Alubias a la jardinera,Hacendado,85.0,4.8,10.3,1.9,hidrato,legumbre,regular,"almuerzo,cena","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Meals,Prepared vegetables,Canned legumes,Canned meals,Plant-based meals,Canned common beans,es:Alubias con verduras",,,
8480000101174,Nata fresca para cocinar,Hacendado,284.0,2.4,1.9,29.7,grasa,otros,variable,"almuerzo,cena","Dairies, Fermented foods, Fermented milk products, Creams, Fermented creams, fr:cremes-fraiches",,,
8402001022722,Saladitas,Hacendado,462.0,7.6,63.0,19.0,hidrato,otros,variable,"almuerzo,cena","Snacks,Snacks salés,Amuse-gueules,Aides culinaires,en:Baking Mixes,Préparations pour desserts,Aides à la pâtisserie,Préparations pour biscuits",,,
8480000156334,Chocolate con leche avellanas troceadas,Hacendado,565.0,7.5,51.0,36.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates con leche,Chocolates con avellanas,Chocolate con leche y avellanas",,,
8480000512185,Burrata,Hacendado,240.0,13.0,1.9,20.0,grasa,lacteo,regular,"desayuno,media_manana,merienda,postre","Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Queijos,Queijos italianos,en:Stretched-curd cheeses,Burrate,Queijos frescos",,,
8480000261106,Garbanzos a la jardinera,Hacendado,76.0,3.8,9.0,2.1,hidrato,legumbre,regular,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Semillas, Alimentos de origen vegetal en conserva, Granos de leguminosas, Comidas preparadas, Legumbres secas, Garbanzos, Leguminosas en conserva, Comidas preparadas en conserva, Garbanzos cocidos en conserva",,,
8480000681065,Flan de vainilla,Hacendado,95.0,2.4,17.7,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","dairies, desserts, dairy-desserts, flans, desserts-lactés-aux-œufs, es:flanes, lácteos, ca:postres, postres-lácteos",,,
8480000231550,Gyozas pollo,Hacendado,165.0,5.7,25.4,5.6,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Comidas preparadas,Pizzas - empanadas y quiches,Tartas saladas,Empanada de pollo",,,
7881110,Mini Croissant Mantequilla,Hacendado,123.0,5.7,12.0,0.01,hidrato,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos,Comidas fermentadas,Productos fermentados de la leche,Quesos,Queso fresco",,,
8402001002007,Lino,Hacendado,489.0,22.0,13.0,31.0,grasa,otros,variable,"almuerzo,cena","Plant-based foods and beverages, Plant-based foods, Seeds, en:gold-flax-seeds",,,
8480000231383,Albóndigas en salsa,Hacendado,132.0,8.81,6.29,8.0,"proteina,grasa",otros,variable,"almuerzo,cena","Produtos à base de carne,en:Meat preparations,Almôndegas",,,
8480000340092,Almendra frita,Hacendado,658.0,26.3,3.0,59.0,grasa,frutos_secos,regular,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutos de cáscara y derivados,Frutos de cáscara,Almendras,Almendras saladas,en:grilled-almonds,en:roasted-salted-almonds,en:salted-and-grilled-almonds",,,
8480000106445,Café latte espresso,Hacendado,56.0,3.0,8.2,1.2,hidrato,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos e bebidas à base de plantas,Bebidas,Laticínios,Alimentos à base de plantas,Bebidas lácteas,Cafés,en:Coffee drinks,en:Cappuccino",,,
8480000152565,Piña en su jugo,Hacendado,47.14,0.4,11.42,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Plant-based foods and beverages,Plant-based foods,Canned foods,Canned plant-based foods,Canned fruits,Canned fruits in juice,Canned pineapples,Pineapple in juice",,,
8480000227201,Risotto de setas,Hacendado,136.0,2.9,15.0,6.9,hidrato,verdura,frecuente,"almuerzo,cena","Comidas preparadas,Platos de arroz,Risotto,Risottos de verduras,Risottos de champiñones",,,
8410086000856,Patatas cocidas,Hacendado,57.0,1.2,12.0,0.5,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Plant-based foods and beverages, Plant-based foods, Canned foods, Cereals and potatoes, Canned plant-based foods, Potatoes and their products, Prepared potatoes, Potatoes, Canned potatoes, en:canned-vegetables",,,
8480000111234,Espresso Creme,Hacendado,285.0,23.0,34.0,0.0,hidrato,otros,variable,"almuerzo,cena","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Beverage preparations,Coffees,Instant beverages,Instant coffees",,,
8480000396068,Zumo Tropical Sin Azúcares Añadidos,Hacendado,29.2,0.4,5.92,1.2,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","en:beverages-and-beverages-preparations,en:beverage-preparations,en:instant-beverages,en:fruit-juice-concentrates,en:lime-juice-concentrates",,,
8480000820327,Valencianas,Hacendado,445.0,5.7,54.0,22.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","es:galletas-y-pasteles, es:pasteles, es:magdalenas",,,
8480000134462,Yogur de soja sabor vainilla,Hacendado,89.0,3.0,15.0,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre",Vanilla soy desserts,,,
8480000125194,Cacao soluble,Hacendado,373.0,6.8,74.0,3.3,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",cocoa-and-its-products-cocoa-and-chocolate-powders-cocoa-powders-cocoa-powder-for-beverages-with-sugar-instant-beverages,,,
8480000105646,Leche semidesnatada,Hacendado,46.0,3.1,4.8,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos,en:Milks (liquid and powder),Leches,Leche semidesnatada,Leche de vaca",,,
8402001008870,Salteado de gambas,HACENDADO,40.0,3.8,2.8,1.2,proteina,pescado,regular,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Productos del mar,Frutas y verduras y sus productos,Verduras y hortalizas y sus productos,Hortalizas,Crustáceos,Verduras de tallo,Espárragos,Camarones,Gambas",,,
8480000681492,Flan de huevo,Hacendado,136.0,4.7,20.4,4.0,hidrato,huevo,regular,"almuerzo,cena","Lácteos, Postres, Postres lácteos, Flanes",,,
8402001010040,Salsa estilo argentino,Hacendado,331.0,2.1,11.7,30.0,grasa,otros,variable,"almuerzo,cena","Condimentos,Salsas",,,
8436009777780,Empanada de atún,Hacendado,226.0,7.9,26.0,10.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Comidas preparadas,Empanadas,Pizzas - empanadas y quiches,Tartas saladas,Empanada de atún",,,
8480000107220,Leche semidesnatada sin lactosa,Hacendado,44.0,3.0,4.6,1.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Dairies, Milks (liquid and powder), Milks, Semi-skimmed milks, Cow milks, Lactose-free milk, en:homogenized-milks",,,
8480000093332,Minis leche,Hacendado,439.0,9.9,69.0,13.0,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Filled cereals",,,
8480000173478,Salsa burger,Hacendado,340.0,1.5,11.5,31.6,grasa,otros,variable,"almuerzo,cena","Condimentos,Salsas,en:Burger sauces,en:comestibles,en:groceries",,,
8480000511843,Queso fresco Burgos natural,Hacendado,164.0,10.9,4.2,11.5,"proteina,grasa",queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",,,
8480000681379,Natillas sabor vainilla,Hacendado,127.0,3.8,18.1,4.4,hidrato,otros,variable,"almuerzo,cena","Dairies,Desserts,Dairy desserts,Creamy puddings,Vanilla creamy puddings",,,
8480000221261,L Casei Natural,Hacendado,68.0,2.6,10.0,2.0,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Bebidas y preparaciones de bebidas,Bebidas,Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,Bebida lácteas,en:Fermented dairy desserts,Bebidas fermentadas,Bebidas de leche fermentada,Yogures,Yogures para beber,en:Bebidas  Lácteos  Comidas fermentadas  Productos fermentados de la leche  Bebida lácteas  Bebidas fermentadas  Bebidas de leche fermentada  Milk drinks fermented with L casei",,,
8480000197139,Sal 60% menos de sodio,Hacendado,0.0,0.0,0.0,0.0,,otros,variable,"almuerzo,cena","Condimentos,Sales,en:Groceries",,,
8480000206121,Yogur líquido fresa,Hacendado,75.0,2.3,12.3,1.9,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Bebidas y preparaciones de bebidas,Bebidas,Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,Bebida lácteas,en:Fermented dairy desserts,Bebidas fermentadas,Bebidas de leche fermentada,Yogures,Yogures para beber",,,
8480000634511,Masa fresca de hojaldre,Hacendado,395.0,7.1,42.0,21.5,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Botanas,Cereales y patatas,Snacks dulces,Cereales y derivados,en:Sweet pastries and pies,Masa de tarta,Viennoiseries,Masa de hojaldre",,,
8480000157577,Aros de maíz,Hacendado,474.0,4.9,67.2,19.7,hidrato,otros,variable,"almuerzo,cena","Botanas,Snacks salados,Aperitivos,en:Chips and fries,Chips fritos",,,
8480000220028,Cuidacol fresa 0%,Hacendado,47.0,3.3,5.2,1.4,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, en:yogurt-drinks",,,
8480000340474,Cocktail crunchy sabores,Hacendado,547.0,16.0,37.0,36.0,"hidrato,grasa",verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Botanas,Snacks salados,Aperitivos,Frutas y sus productos,Frutos de cáscara y derivados,Productos deshidratados,Frutos de cáscara,Alimentos de origen vegetal deshidratados,Frutos de cáscara sin cáscara,Frutas deshidratadas,en:dried-mixed-fruits,en:Mix of grains and dried fruit",,,
8480000822772,Panecillo tostado classic,Hacendado,411.0,11.1,69.2,9.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","en:pan,Panecillos tostados",,,
8480000147110,Surtido de galletas y barquillos,Hacendado,516.0,4.7,62.0,28.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas",,,
8402001012433,Barritas de avena chocolate negro,Hacendado,466.0,8.6,61.0,20.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Barritas,Barritas de cereales,Barritas de cereales con chocolate",,,
8480000524089,Queso Burgos Natural,Hacendado,150.0,10.3,3.7,10.4,"proteina,grasa",queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos,Comidas fermentadas,Productos fermentados de la leche,Quesos,Queso fresco,Queso-blanco",,,
8480000561565,Pechuga de pollo finas lonchas,Hacendado,84.0,16.9,1.3,1.2,proteina,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Productos a base de carne, Embutidos, fr:Charcuteries cuites, en:cooked-poultry-breast-slices, Fiambre de pechuga de pollo",,,
8480000084538,Crema de Verduras,Hacendado,49.0,0.6,5.0,2.8,hidrato,verdura,frecuente,"almuerzo,cena","Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Meals, Soups, Cream soups, Vegetable soups, Canned meals, Cream of vegetable soups, Canned soups, Canned vegetable soups",,,
8480000167378,Macedonia de verduras,Hacendado,46.0,2.0,8.2,0.3,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Conservas, Frutas y verduras y sus productos, Snacks salados, Aperitivos, Alimentos de origen vegetal en conserva, Comidas preparadas, Verduras y hortalizas y sus productos, Verduras y hortalizas en conserva, Preparados vegetales, Entrantes fríos, Macedonia de verduras",,,
8480000180087,Atún claro en aceite de oliva bajo en sal,Hacendado,245.0,21.0,0.9,18.0,"proteina,grasa",aceite_oliva,frecuente,"almuerzo,cena","Produits de la mer,Poissons et dérivés,Conserves,Poissons,Poissons gras,Poissons en conserve,Thons,Thons en conserve,Thons à l'huile,Thons à l'huile d'olive,Thons pales à l'huile d'olive",,,
8480000103840,Leche Desnatada,Hacendado,35.2,3.2,4.8,0.32,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre",Skimmed milks,,,
8480000391919,Zumo de piña,Hacendado,50.0,0.5,11.3,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas, Zumos procedentes de concentrado, Zumos de piña",,,
8480000157263,Digest,Hacendado,2.0,0.38,0.5,0.2,hidrato,otros,variable,"almuerzo,cena","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Herbal teas, Herbal teas in tea bags, en:herbal-tea-blends",,,
8480000331823,Pepinillos en vinagre,Hacendado,15.0,0.9,2.2,0.5,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Frutas y verduras y sus productos, Alimentos de origen vegetal en conserva, Encurtidos, Verduras y hortalizas y sus productos, Verduras y hortalizas en conserva, Vegetales encurtidos, en:vegetable-pickles, Pepinos encurtidos, Pepinillos",,,
8480000184085,Filetes de anchoa en aceite de oliva,Hacendado,192.0,25.0,0.3,10.1,proteina,aceite_oliva,frecuente,"almuerzo,cena","Productos del mar, en:Fishes and their products, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Anchoa, Filetes de pescado, Filetes de anchoa, en:Marinated anchovy fillets, en:Anchovy fillets in oil, en:Marinated anchovy fillets with vegetable oil",,,
8433709132772,Mini Croissants Mantequilla,Hacendado,503.0,7.9,48.0,31.0,hidrato,otros,variable,"almuerzo,cena","Snacks, Sweet snacks, Biscuits and cakes, Sweet pastries and pies, Pastries, Viennoiseries, Croissants, en:butter-croissants",,,
8480000293190,Bebida de soja sabor vainilla,Hacendado,49.0,3.4,4.9,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja, Bebidas de soja con vainilla",,,
8480000172297,Mostaza a la antigua,Hacendado,158.0,7.7,2.3,10.7,grasa,otros,variable,"almuerzo,cena","Condimentos,Salsas,Salsas de mostaza,Mostazas a la antigua,en:Groceries",,,
8480000188175,Salmón al natural,Hacendado,98.0,12.0,1.3,5.2,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Conservas,Pescados,en:Fatty fishes,Conservas de pescado,Salmóns,Salmon enlatado",,,
8480000157782,Conos,Hacendado,509.0,5.1,60.0,27.0,hidrato,otros,variable,"almuerzo,cena","lanches-comida, petiscos-salgados, aperitivos, en:biscuits-and-crackers, en:chips-and-fries, en:crisps, da:crackers",,,
8480000349545,Pasas sultanas,hacendado,324.0,3.1,73.0,1.1,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Uvas pasas, Uvas pasas sultanas",,,
8402001016011,Galletas Mantequilla,Hacendado,519.0,5.8,60.0,28.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas",,,
8480000832023,Barra de pan,Hacendado,267.0,8.6,55.0,1.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Panes",,,
8480000222459,Patatas fritas clásicas,Hacendado,558.0,6.7,52.0,35.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Botanas,Cereales y patatas,Snacks salados,Aperitivos,en:Chips and fries,Chips fritos,Chips de patatas fritas",,,
8480000182258,Sardinas en aceite de oliva,Hacendado,289.0,20.0,0.7,23.0,"proteina,grasa",aceite_oliva,frecuente,"almuerzo,cena","Frutos do mar,en:Fishes and their products,Comida enlatada,Peixe,en:Fatty fishes,Peixe enlatado,Sardinhas,Sardinhas enlatadas,Sardinhas em olio,Sardinhas em azeite de oliveira",,,
8480000610256,Salteado de setas,Hacendado,16.0,1.8,0.5,0.3,proteina,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Verduras y hortalizas y sus productos,Congelados,Alimentos de origen vegetal congelados,Setas y sus productos,Setas,Setas congeladas,Mezclas de setas congeladas",,,
8402001008740,Arroz con pollo,Hacendado,103.0,5.4,17.0,1.3,hidrato,carne_blanca,moderada,"almuerzo,cena","Congelados,Comidas preparadas,Comidas con carne,en:Combination Meals,Comidas preparadas congeladas",,,
4009249039389,Pan de molde 82% integral de centeno,Hacendado,202.0,5.5,38.0,1.3,hidrato,cereal_integral,frecuente,"desayuno,media_manana,almuerzo,merienda,cena","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Breads, Rye breads, Wholemeal breads, en:sliced-breads",,,
8480000160744,Tomate doble concentrado,Hacendado,115.0,5.3,21.0,0.6,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Salsas, Tomates y sus productos, Salsas de tomate, Pastas de tomate, en:groceries",,,
8480000561626,Pechuga de pollo al corte,Hacendado,84.0,16.9,1.3,1.2,proteina,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Productos a base de carne, Carnes, Embutidos, Pollo y sus productos, Aves, Pollo",,,
8402001022395,Crema de alcachofa,Hacendado,38.0,1.3,5.4,1.0,hidrato,verdura,frecuente,"almuerzo,cena",Cremas de verduras y hortalizas,,,
8480000807724,Tortilla fresca de patata con cebolla,Hacendado,193.0,5.7,17.0,11.0,hidrato,huevo,regular,"almuerzo,cena","Comidas preparadas, Tortillas de patata",,,
8480000291653,Harina de Maíz Blanco Precocida,Hacendado,357.0,9.2,75.0,1.6,hidrato,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,Cereais e seus produtos,Farinha,Farinhas de cereais,Farinhas de milho",,,
8480000523129,Pack paté de atún,Hacendado,205.0,9.8,7.4,15.1,grasa,pescado,regular,"almuerzo,cena",Tuna rillettes,,,
8480000234063,Cappuccino,Hacendado,401.0,5.6,83.0,4.7,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Bebidas y preparaciones de bebidas,Alimentos y bebidas de origen vegetal,Bebidas,Lácteos,Alimentos de origen vegetal,Preparaciones de bebidas,Cafés,Leches evaporadas,Bebidas instantáneas,Cafés solubles,en:Coffee milks,Cappucino en polvo",,,
8480000170095,Mayonesa,Hacendado,599.0,0.7,2.6,65.0,grasa,otros,variable,"almuerzo,cena","en:comestibles, es:mayonesas, es:salsas",,,
8480000161031,Pimientos Asados Tiras,Hacendado,30.0,0.9,5.6,0.5,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Conservas,Verduras y hortalizas y sus productos,Alimentos de origen vegetal en conserva,Hortalizas,Verduras y hortalizas en conserva,Pimientos,Pimientos en conserva",,,
8480000531438,Salchichas Gourmet,Hacendado,239.2,12.3,0.7,20.8,grasa,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Produtos à base de carne,Carnes,Carnes preparadas,Salsichas",,,
8402001009105,Gelatina sabor fresa 0%,Hacendado,1.0,0.0,0.2,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Postres,Gelatinas",,,
8480000826091,Choco Buns,Hacendado,353.0,8.6,42.0,16.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, breads, es:bolleria, en:viennoiseries",,,
8402001013911,Caldo de pescado,Hacendado,3.0,0.5,0.7,0.5,hidrato,pescado,regular,"almuerzo,cena","Caldos,Caldos líquidos",,,
8480000700872,Granola fresa,Hacendado,414.0,9.9,67.0,10.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,Cereales con frutas,Muesli,Mueslis con frutas",,,
8480000208996,Margarina,Hacendado,543.0,0.5,0.5,60.0,grasa,bebida,ocasional,"desayuno,almuerzo,merienda,cena","es:aceites-y-grasas, es:alimentos-de-origen-vegetal, es:alimentos-y-bebidas-de-origen-vegetal, es:grasas-para-untar, es:grasas-vegetales, es:margarinas, es:untables, es:untables-salados, es:untables-vegetales, en:salted-spreads",,,
8402001007897,Yogures sabores,"Hacendado,Schreiber",82.0,3.6,11.4,2.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,en:Fermented dairy desserts,Yogures,en:Flavoured fermented dairy desserts,Yogures de sabores",,,
8480000238375,Chocolate con leche almendras troceadas,Hacendado,545.0,9.2,51.0,33.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates con leche,Chocolates con almendras",,,
8480000073259,Caldo de pescado,Hacendado,8.51,1.0,0.4,0.32,proteina,pescado,regular,"almuerzo,cena","Caldos, en:Groceries",,,
8480000679772,Bífidus cremoso coco,Hacendado,93.0,4.6,12.0,3.0,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,en:Fermented dairy desserts,Yogures,Yogures bifidus,Yogurt bífidus sabor coco",,,
8480000048493,Zumo de frutas,Hacendado,47.0,0.6,10.8,0.1,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Multifruit juices, en:fruit-nectars",,,
8480000820983,Bocaditos bañados al cacao,Hacendado,460.0,5.3,47.0,28.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Galletas y pasteles,en:Sweet pastries and pies,Pasteles,Viennoiseries,Bizcocho,paste",,,
8480000293732,Harina de garbanzos,Hacendado,342.0,20.2,57.0,6.5,hidrato,legumbre,regular,"almuerzo,cena","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Flours, Legume flours, Chickpea flours",,,
8480000340146,Almendra Tostada 0% Sal Añadida,Hacendado,628.0,23.3,3.0,57.0,grasa,frutos_secos,regular,"desayuno,media_manana,merienda,postre","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Almonds,Whole almonds,Grilled almonds,Non-blanched almonds",,,
8008910231271,Crackers sin gluten con romero,Hacendado,443.0,2.5,78.0,13.0,hidrato,otros,variable,"almuerzo,cena","Botanas,Snacks salados,Aperitivos,en:Biscuits and crackers,Crackers,en:aperitivos,en:lanches-comida,en:petiscos-salgados",,,
8480000187291,Tacos de Pota Al Ajillo,Hacendado,145.0,21.0,1.3,6.2,proteina,otros,variable,"almuerzo,cena","Frutos do mar,Moluscos,Tentáculos de pota em conserva",,,
8480000226068,Dátiles en rama Deglet Nour,Hacendado,288.0,1.8,66.0,0.5,hidrato,otros,variable,"almuerzo,cena","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,Dates,deglet noor dates",,,
8411396001076,Crunchy chicken,Hacendado,240.0,17.0,12.5,13.5,proteina,carne_blanca,moderada,"almuerzo,cena","Productos a base de carne, Carnes, Pollo y sus productos, Aves, Pollo",,,
8480000137906,Galletas Danesas,Hacendado,499.0,5.3,66.0,23.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas  Snacks dulces  Galletas y pasteles  Galletas, en:biscuits",,,
8480000093479,Barre muesli abricot & yaourt,Hacendado,389.0,5.9,74.0,7.1,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Desayunos, Cereales y patatas, Snacks dulces, Cereales y derivados, Barritas, Cereales para el desayuno, Barritas de cereales, Muesli, Barritas de cereales y fruta, en:Apricot cereal bars",,,
8480000631404,Merluza empanada,Hacendado,168.0,10.3,16.3,6.9,hidrato,pescado,regular,"almuerzo,cena","frutos-do-mar, en:fishes-and-their-products, peixe, alimentos-congelados, preparados-de-peixe, frutos-do-mar-congelados, en:breaded-products, peixes-congelados, en:breaded-fish, en:fish-breaded-frozen, es:congelados, es:empanados, es:marisco-congelado, es:pescado-congelado, es:pescado-empanado, es:pescados, es:preparaciones-de-pescado, es:productos-del-mar",,,
