ean,nombre,marca,kcal_100g,proteina_100g,hidratos_100g,grasas_100g,rol_principal,grupo_mediterraneo,frecuencia_mediterranea,permitido_comidas,categorias,,,
8480000806925,Boquerones en vinagre,Hacendado,297.0,14.3,0.8,26.6,grasa,otros,variable,"almuerzo,cena",Filetes de anchoa,,,
8480000642202,Helados de mango,Hacendado,100.0,0.0,24.7,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Postres, Congelados, Postres helados, Helados y sorbetes, Helado, Helados de hielo",,,
8480000047977,Albóndigas guisadas,Hacendado,180.0,10.4,7.7,11.7,"proteina,grasa",otros,variable,"almuerzo,cena",en:Comidas preparadas  Productos a base de carne  Comidas con carne,,,
8402001016868,Gofres con chocolate,Hacendado,484.0,5.2,52.0,28.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Galletas y pasteles,Bolleria",,,
8480000105349,Leche desnatada,Hacendado,34.0,3.1,4.7,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Leches, Leche desnatada",,,
8480000290618,Cola zero azúcar,Hacendado,0.5,0.0,0.1,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas, Bebidas light, Bebidas carbonatadas sin jugo de frutas, Bebidas de cola, Sodas light, en:Carbonated soft drink without fruit juice without sugar and with artificial sweeteners, Bebida de cola light",,,
8480000138453,Patatas fritas sabor Campestre,Hacendado,538.0,6.8,51.0,33.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps, Paprika crisps",,,
8480000635921,Pizza 4 quesos,Hacendado,281.0,14.0,30.0,11.5,hidrato,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, en:Vegetarian pizzas, Pizzas de queso, Pizza de cuatro quesos",,,
8480000225689,Sticks de patata,Hacendado,529.0,2.1,57.0,32.0,hidrato,otros,variable,"almuerzo,cena","snacks, salty-snacks, appetizers, chips-and-fries, da:crackers, puffed-salty-snacks, puffed-salty-snacks-made-from-potato, en:potato-crisps",,,
8480000631503,Varitas de merluza,Hacendado,189.5,9.3,21.33,7.2,hidrato,pescado,regular,"almuerzo,cena",en:Frozen foods  breaded-fish,,,
8480000105011,Leche semidestanada sin lactosa,Hacendado,44.0,3.0,4.6,1.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Dairies, en:lactose-free-milk",,,
8480000047960,Nata montada azucarada chantilly,Hacendado,320.0,2.3,16.0,28.0,grasa,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Lácteos,Nata,Nata montada",,,
8480000159236,Café molido mezcla,Hacendado,321.0,17.0,8.0,9.5,proteina,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cafés,Cafés molidos",,,
8480000104830,Leche semidesnatada Sin Lactosa,Hacendado,44.0,3.0,4.6,1.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Produits laitiers,Laits (fluide et poudre),Laits,Laits demi-écrémés,Laits sans lactose,Laits de vache",,,
8480000209894,Bifidus desnatado natural edulcorado,Hacendado,34.0,4.3,4.1,0.0,"proteina,hidrato",lacteo,regular,"desayuno,media_manana,merienda,postre","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Plain fermented dairy desserts, Bifidus yogurts, Plain bifidus yogurts, en:plain-yogurts",,,
8480000676344,Crema Catalana,Hacendado,218.0,4.1,21.7,12.8,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Postres, Postres lácteos, Crema catalana",,,
8480000511935,Queso fresco sin lactosa,Hacendado,161.0,12.6,5.6,9.9,proteina,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte fraîche, en:Produits laitiers  Produits fermentés  Produits laitiers fermentés  Fromages  Fromages de vache  Fromages à pâte fraîche",,,
8480000621283,Filetes merluza del Cabo,Hacendado,82.0,18.0,0.5,1.2,proteina,pescado,regular,"almuerzo,cena","Seafood, Fishes and their products, Fishes, en:frozen-fishes",,,
8402001002731,Aceitunas Verdes Rellenas Anchoa,Hacendado,155.0,1.3,0.0,16.0,grasa,otros,variable,"almuerzo,cena",консервы,,,
8480000561589,Pechuga de pavo,Hacendado,78.0,17.8,0.6,0.5,proteina,carne_blanca,moderada,"almuerzo,cena","Productos a base de carne, Carnes, Aves, Pavo y sus productos, Pavo",,,
8423462100163,Huevos de gallinas camperas,Hacendado,150.0,12.5,0.5,11.1,"proteina,grasa",huevo,regular,"almuerzo,cena","Productos agrícolas,Huevos,Huevos de gallina,Huevos de gallinas camperas",,,
8480000622280,Filetes de merluza del cabo sin piel,Hacendado,82.0,18.0,0.5,1.2,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,Congelados,Marisco congelado,Pescado congelado",,,
8480000227768,CARAMELO Y JGENGIBRE,Hacendado,477.0,6.0,70.0,18.7,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas, Snacks dulces, Dulces, Galletas y pasteles, Galletas, Caramelos",,,
8480000807182,Ensaladilla cangrejo,Hacendado,254.8,4.8,8.9,22.0,grasa,verdura,frecuente,"almuerzo,cena",en:Ensaladas,,,
8480000829641,Potón rodajas a la gallega,Hacendado,119.0,10.8,5.8,5.8,proteina,pescado,regular,"almuerzo,cena","Productos del mar, en:Fishes and their products, Pescados",,,
8402001013485,Patatas corte grueso tradicional,Hacendado,143.0,2.1,21.0,4.6,hidrato,otros,variable,"almuerzo,cena","Botanas,Snacks salados,Aperitivos,en:Chips and fries,Chips fritos,Patatas fritas",,,
8402001009792,Mejillones escabeche picante,Hacendado,201.0,13.0,4.3,15.0,"proteina,grasa",otros,variable,"almuerzo,cena","es:Mejillones escabeche picante, en:mussels-with-escabeche",,,
8480000635297,Pizza pollo,Hacendado,229.0,14.0,27.0,7.1,hidrato,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizza de pollo",,,
8402001021466,Infusión quema grasas,Hacendado,3.0,0.0,0.0,0.0,,otros,variable,"almuerzo,cena",en:Chás,,,
8480000824875,Mini pan cebolla,Hacendado,531.0,8.2,54.8,30.5,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes especiales",,,
8437004621689,Ensalada completa César,Hacendado,167.0,8.4,9.8,10.0,"proteina,hidrato,grasa",verdura,frecuente,"almuerzo,cena","Comidas preparadas, Ensaladas preparadas, Ensalada césar, en:Salads",,,
8480000682710,Gellytina mango maracuyá piña,Hacendado,60.0,0.0,14.8,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre",en:jelly-desserts,,,
8411939182743,Mantecadas,Hacendado,449.0,5.3,47.0,26.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Magdalenas",,,
8402001008658,Sorbete Mango,Hacendado,140.0,0.05,34.0,0.5,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre",Gelado,,,
8480000106995,Leche sin lactosa entera,Hacendado,62.0,3.0,4.5,3.6,"hidrato,grasa",lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos,Leches,Leche entera,Leche de vaca,Leche sin lactosa",,,
8437013139083,Ensalada Mil Islas,Hacendado,112.0,3.2,10.0,6.3,hidrato,verdura,frecuente,"almuerzo,cena","Comidas preparadas,Ensaladas preparadas,en:salads",,,
8480000062567,Fideo mediano,Hacendado,366.0,12.0,74.0,1.5,hidrato,cereal_integral,frecuente,"desayuno,media_manana,almuerzo,merienda,cena","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Cereal pastas, Durum wheat pasta, es:Fideos de trigo duro, Dry durum wheat pasta",,,
8480000707116,Nata choco,hacendado,251.0,3.2,25.5,14.9,hidrato,otros,variable,"almuerzo,cena","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,es:alimentos-congelados,es:gelado,es:gelados-e-sorvetes,es:sobremesas,es:sobremesas-congeladas",,,
8480000183095,Filetes de caballa del Sur en aceite de girasol,Hacendado,187.0,23.0,0.7,10.0,proteina,pescado,regular,"almuerzo,cena","Productos del mar, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Caballa, Caballas enlatadas",,,
8480000106964,Leche Calcio desnatada,Hacendado,40.0,3.9,5.3,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos,en:Milks (liquid and powder),Leches,Leche desnatada",,,
8480000041050,Sandwich pavo queso espinacas,Hacendado,217.0,9.6,18.5,7.7,hidrato,carne_blanca,moderada,"almuerzo,cena","Sándwiches, it:Tramezzini",,,
8480000185679,Berberechos al natural XS,Hacendado,65.0,14.0,0.0,1.0,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Conservas,Pescados,Conservas de pescado",,,
8480000707567,Chocolate con leche fussion relleno de galleta caramelizada,Hacendado,554.0,5.4,56.0,34.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Cocoa and its products, Biscuits, Chocolates, Chocolate biscuits, Milk chocolates, Filled chocolates, Biscuit with a chocolate bar covering, Filled milk chocolates, en:milk-chocolate-biscuits",,,
8480000055934,Ensalada china con mazorquitas,Hacendado,33.0,0.6,6.4,0.5,hidrato,verdura,frecuente,"almuerzo,cena","Comidas preparadas,Ensaladas preparadas,Ensalada-china-hacendado,Tarro de cristal",,,
8480000136282,Filetes de caballa del sur,Hacendado,177.0,25.0,0.5,8.5,proteina,pescado,regular,"almuerzo,cena",Conservas,,,
8480000521576,Paté de cerdo y pollo con trufa y arándanos,Hacendado,341.0,12.0,12.0,27.0,grasa,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Productos a base de carne, Carnes, Embutidos, fr:Charcuteries diverses, Paté, Patés de cerdo",,,
6945845511332,Mini rollitos con setas,Hacendado,120.0,3.8,12.0,2.1,hidrato,otros,variable,"almuerzo,cena",Fritos,,,
8436009678148,Assortiment cRoiss,Hacendado,531.0,4.5,51.2,34.3,hidrato,otros,variable,"almuerzo,cena","Snacks, Sweet snacks, Sweet pastries and pies, Viennoiseries, Croissants, en:cakes",,,
8480000362056,Tubitos,Hacendado,401.0,7.1,79.0,6.3,hidrato,otros,variable,"almuerzo,cena","Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, es:biscoitos, es:biscoitos-e-bolos, es:bolachas, es:lanches-comida, es:lanches-doces, en:wafers",,,
8402001019272,Mango Sin Azúcares Añadidos,Hacendado,30.0,0.3,6.5,0.2,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",en:fruit-juices,,,
8480000142399,Cacao,Hacendado,522.0,5.5,61.0,27.7,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Wafers,Chocolate biscuits,Stuffed wafers,Chocolate stuffed wafers",,,
8480000867582,Salmón al natural,Hacendado,134.0,21.6,0.0,4.9,proteina,pescado,regular,"almuerzo,cena",en:salmons,,,
8402001008832,Azúcar glas,Hacendado,395.0,0.0,98.0,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",en:powdered-sugars,,,
8402001013102,Barrita peanuts cacahuete y caramelo,Hacendado,502.0,9.5,52.0,28.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",Candy chocolate bars,,,
8480000849304,Bizcocho de cacao,Hacendado,452.0,6.8,45.0,24.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",en:pound-cake,,,
8480000221827,"Plátano, fresa, arándanos y avena",Hacendado,75.0,1.0,16.0,0.5,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos infantiles, Snacks y postres para bebes, Postres de frutas para bebe",,,
8480000334886,Combinado de aperitivos,Hacendado,511.0,5.4,65.0,25.0,hidrato,otros,variable,"almuerzo,cena","lanches-comida, petiscos-salgados, aperitivos, en:chips-and-fries, en:crisps, es:botanas, es:snacks-salados",,,
8480000612823,Judía Verde Redonda,Hacendado,31.0,1.9,4.2,0.2,hidrato,legumbre,regular,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Leguminosas y derivados,Leguminosas,Verduras y hortalizas y sus productos,Congelados,Hortalizas,Alimentos de origen vegetal congelados,Leguminosas congeladas,Verduras y hortalizas congeladas,Judías verdes,Judías verdes congeladas,Judías verdes troceadas congeladas",,,
8480000694744,Ensalada queso de cabra,Hacendado,137.0,4.5,12.0,7.6,hidrato,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Meals, Prepared salads, Ensaladas, en:refrigerated-meals",,,
8480000824042,Sobaos,Hacendado,494.0,5.3,54.0,28.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal  Alimentos de origen vegetal  Cereales y patatas  Bakery products  Spanish bakery products  Sobao Pasiego, en:cakes",,,
8480000104854,Leche desnatada sin lactosa,Hacendado,34.0,3.1,4.7,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","dairies, milks, skimmed-milks, cow-milks, es:leche-de-vaca, es:leche-desnatada, es:leche-sin-lactosa, es:leches, lácteos, en:lactose-free-milk",,,
8402001026379,Cocktail rodeo,Hacendado,490.0,9.0,55.0,24.9,hidrato,otros,variable,"almuerzo,cena",Comidas fritas,,,
8402001018145,Harina De Trigo,Hacendado,350.0,10.0,73.0,1.3,hidrato,cereal_integral,frecuente,"desayuno,media_manana,almuerzo,merienda,cena",Farines de blé,,,
8480000806932,Boquerones al vinagre en aceite de girasol,Hacendado,256.0,15.3,0.8,21.4,grasa,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Anchoa,Filetes de pescado,Filetes de anchoa",,,
8480000290366,Cola zero azúcar zero cafeína,Hacendado,0.5,0.0,0.1,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","en:Beverages and beverages preparations,Bebidas,Bebidas carbonatadas,Bebidas artificialmente doçeadas,Sodas,Bebidas dietéticas,Colas,en:Diet sodas,Cola sem cafeína,en:Diet cola soft drink,en:Sugar-free colas with artificial sweeteners and without caffeine",,,
8480000707406,Edamame soja verde,Hacendado,145.0,12.0,3.3,7.6,proteina,legumbre,regular,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Congelados, Granos de leguminosas, Alimentos de origen vegetal congelados, Leguminosas congeladas, Soja, Edamame, en:Frozen edamame",,,
8402001021985,Fideos instantáneos sabor Pollo,Hacendado,98.0,2.1,13.0,4.0,hidrato,carne_blanca,moderada,"almuerzo,cena","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Produtos secos,Massa alimentícia,Produtos secos a serem rehidratados,en:Noodles,Macarrão Instantâneo",,,
8402001005848,"Yogur de Plátano, Arándanos y Avena",Hacendado,32.0,2.5,4.7,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Yogurt drinks, en:fruit-yogurts",,,
8480000707444,Espárragos delgados,Hacendado,15.0,1.3,1.6,0.1,"proteina,hidrato",otros,variable,"almuerzo,cena","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetable-based foods and beverages, Vegetables based foods, Vegetables, Vegetable rods, Asparagus, White asparagus, en:canned-asparagus",,,
8480000159946,Yogures griego avellana cacao hacendado,hacendado,155.0,3.5,15.2,8.9,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, en:Fermented dairy desserts, Yogures",,,
8480000593412,Galantina,Hacendado,162.0,11.0,7.0,10.0,"proteina,grasa",embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Productos a base de carne, Carnes, Embutidos",,,
8480000104304,Bebida de chufa,Hacendado,39.0,0.6,3.5,2.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Leches de frutos de cáscara, Leches de chufa, Horchatas de chufa",,,
8480000159663,Guindillas picantes,Hacendado,22.0,1.6,2.8,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Alimentos à base de frutas e legumes,Comida enlatada,Condimentos,Alimentos à base de vegetais,Alimentos à base de plantas enlatados,Picles,Vegetais enlatados,Pickles à base de plantas,Temperos,Pickles vegetais,en:Chili peppers,en:Pickled peppers,en:Pickled guindilla peppers,en:Groceries",,,
8480000209689,Yogur natural con azúcar de caña,Hacendado,70.0,1.9,11.5,1.8,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",en:Lácteos,,,
8480000167576,Mazorquitas de maíz agridulce,Hacendado,33.0,1.1,4.8,0.5,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Cereales y patatas, Frutas y verduras y sus productos, Semillas, Alimentos de origen vegetal en conserva, Cereales y derivados, Encurtidos, Verduras y hortalizas y sus productos, Verduras y hortalizas en conserva, Cereales en grano, Vegetales encurtidos, en:vegetable-pickles, Maíz",,,
8480000644459,Helado Turrón,Hacendado,282.0,6.2,27.0,16.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Postres,Congelados,Postres helados,Helados y sorbetes,Helado,Tarrinas y bloques de helado",,,
8410971604404,Aceitunas partidas aliñadas estilo chupadedos,"Hacendado,Huerta de Barros",140.0,1.4,0.0,14.0,grasa,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Encurtidos,Productos del olivo,Vegetales encurtidos,Aceitunas,Aceitunas partidas,Aceitunas verdes,Aceitunas verdes partidas,Aceitunas aliñadas,Aceitunas verdes partidas aliñadas",,,
8480000290755,Fresh Gas Naranja,Hacendado,21.0,0.1,4.8,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Bebidas y preparaciones de bebidas,Alimentos y bebidas de origen vegetal,Bebidas,Bebidas de origen vegetal,Bebidas carbonatadas,Bebidas a base de frutas,Bebidas endulzadas artificialmente,Sodas,Sodas a base de frutas,Sodas a base de naranja,Bebidas azucaradas",,,
8480000511300,Queso fresco sin lactosa,Hacendado,184.0,10.9,3.5,14.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco, Quesos sin lactosa",,,
8402001015533,Patatas Fritas Sabor Ketchup,Hacendado,545.0,6.7,53.0,33.0,hidrato,otros,variable,"almuerzo,cena","Botanas,Snacks salados,Aperitivos,en:Chips and fries,Chips fritos,Aperitivos salados elaborados con patata",,,
8480000827364,Pan de molde 100% integral,Hacendado,251.0,11.0,38.0,4.5,hidrato,cereal_integral,frecuente,"desayuno,media_manana,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Panes,Panes de molde,Panes integrales,Panes de molde integrales",,,
8480000229113,Aceitunas rellenas anchoa,Hacendado,143.0,1.4,0.5,15.0,grasa,otros,variable,"almuerzo,cena",en:Plant-based foods and beverages  Plant-based foods  Pickles  Olive tree products  Plant-based pickles  Olives  Stuffed olives  green-olives-stuffed-of-anchovies,,,
8480000614247,Patatas Horno,Hacendado,144.0,2.3,20.3,6.0,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Botanas,Cereales y patatas,Snacks salados,Verduras y hortalizas y sus productos,Aperitivos,en:Chips and fries,Congelados,Chips fritos,Alimentos de origen vegetal congelados,Verduras y hortalizas congeladas,Chips de patatas fritas,Papas fritas congeladas,Patatas congeladas",,,
5201360634156,Pan para dipear y untar,Hacendado,443.0,14.0,62.0,14.5,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Biscotes, Pan tostado",,,
8402001021176,Sandwich atún,Hacendado,253.0,11.9,22.2,13.0,hidrato,pescado,regular,"almuerzo,cena",Sándwiches,,,
8480000209931,Yogur líquido natural 0%,Hacendado,26.0,3.2,2.9,0.0,"proteina,hidrato",lacteo,regular,"desayuno,media_manana,merienda,postre","Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, en:yogurt-drinks",,,
8480000680419,Petit sabor fresa,Hacendado,101.0,7.5,11.0,3.0,hidrato,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Quesos, Postres lácteos, en:Fermented dairy desserts, Yogures, Queso quark, fr:Fromages blancs, Quesos cremosos",,,
8480000650085,Xuxes Top Ten,Hacendado,354.0,4.3,84.0,0.5,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Dulces,Golosinas,Caramelos de goma",,,
8480000110541,Té rojo,Hacendado,2.0,0.0,0.0,0.0,,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Tés, Bolsitas de té",,,
8402001015403,Cebolla Caramelizada,Hacendado,127.0,0.8,21.3,4.0,hidrato,verdura,frecuente,"almuerzo,cena","Cebolla caramelizada,Alimento procesado",,,
8480000844293,Mini bocados,Hacendado,269.0,9.0,48.0,4.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, breads, aliments-d'origine-végétale, aliments-et-boissons-à-base-de-végétaux, céréales-et-pommes-de-terre, fr:pains, fr:pains-de-mie, en:meat-alternatives",,,
8480000521064,Olivada,Hacendado,256.0,1.5,1.4,26.0,grasa,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Untables,Untables vegetales,Productos del olivo,Patés vegetales,Patés vegetales a base de aceitunas",,,
8480000334398,Patatas fritas receta churrería,Hacendado,530.2,7.1,52.3,30.8,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps",,,
8480000336729,Varitas sabor ketchup,Hacendado,444.0,1.8,73.8,15.6,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps, Ketchup crisps",,,
8402001024900,Fruta y leche tropical sin azúcares añadidos,Hacendado,18.0,0.4,3.9,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, en:fruit-and-milk-beverages",,,
8480000349422,Pasas Moscatel,Hacendado,321.0,2.9,73.0,1.0,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutos de cáscara y derivados, Productos deshidratados, Frutos de cáscara, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Uvas pasas",,,
8480000511706,Queso fresco Burgos desnatado,Hacendado,68.0,12.3,4.4,0.2,proteina,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos cremosos",,,
8480000200303,Yogur sabor coco,Hacendado,82.0,3.0,11.4,2.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,Iogurtes,en:Flavoured fermented dairy desserts,Iogurtes de leite de vaca,Iogurtes aromatizados",,,
8480000120274,Almendra chocolate negro,Hacendado,551.0,9.4,45.0,35.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Chocolate covered nuts, Chocolate-covered-almonds, en:chocolate-coated-almonds",,,
8480000323675,Gelatina fresa 0% azúcares,Hacendado,9.0,1.6,0.7,0.0,proteina,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Desserts,Cooking helpers,Dessert mixes,Jelly desserts,Mixes for jelly desserts",,,
8402001011450,Torrão De Amêndoa,Hacendado,491.0,13.0,27.0,36.0,grasa,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Lanches comida, Lanches doces, Cacau e derivados, Chocolates",,,
8480000348173,Palomitas dulces para microondas,Hacendado,490.0,6.3,64.0,22.1,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Palomitas de maíz,Palomitas azucaradas",,,
8480000174109,Salsa fresca trufa,HACENDADO,151.0,4.4,9.0,11.0,"hidrato,grasa",otros,variable,"almuerzo,cena","Condimentos,Salsas,Salsas para mojar,en:Groceries",,,
8480000138118,Roditas chocolate blanco,Hacendado,502.0,6.6,64.0,24.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,Galletas de chocolate,en:Petit-Beurre,Galletas de chocolate blanco,en:Butter biscuit with chocolate,en:biscoitos,en:biscoitos-e-bolos,en:lanches-comida,en:lanches-doces",,,
8480000511058,Queso rallado sin lactosa,Hacendado,357.0,24.0,0.1,29.0,"proteina,grasa",queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos,Comidas fermentadas,Productos fermentados de la leche,Quesos,en:Milks (liquid and powder),Leches,Quesos en lonchas,Leche sin lactosa,Queso fundido",,,
